algorithm,run,seed,point_index,f1,f2
MOABC,1,1656798971,73,0.602539170402395,0.22376603372282466
MOABC,1,1656798971,74,0.09037391921455402,0.6995017230954316
MOABC,1,1656798971,75,0.16147420241810334,0.5981672766256314
MOABC,1,1656798971,76,0.06524113350903535,0.7447273270851188
MOABC,1,1656798971,77,0.7129232262725725,0.15565218880335074
MOABC,1,1656798971,78,0.9339993005358915,0.03356366413229805
MOABC,1,1656798971,79,0.6201094128456356,0.21252976645149166
MOABC,1,1656798971,80,0.11587708005985042,0.6596174675171498
MOABC,1,1656798971,81,0.04350037570784243,0.7919389187563382
MOABC,1,1656798971,82,0.27533337660746493,0.4752778100675893
MOABC,1,1656798971,83,0.20721550218384155,0.5447910857474845
MOABC,1,1656798971,84,0.38355491256096597,0.38068245558660496
MOABC,1,1656798971,85,0.3308450425430878,0.42481302929420933
MOABC,1,1656798971,86,0.9142467153633399,0.04385490032343842
MOABC,1,1656798971,87,0.42719464142910896,0.3463987762454769
MOABC,1,1656798971,88,0.8706572572928364,0.06691239796739418
MOABC,1,1656798971,89,0.4049606268155513,0.3636348321792343
MOABC,1,1656798971,90,0.8214050164237352,0.09368602767929524
MOABC,1,1656798971,91,0.4867251729931364,0.30246419472187774
MOABC,1,1656798971,92,0.08686657170455081,0.7052686448567937
MOABC,1,1656798971,93,0.24447491796683332,0.5055559926440002
MOABC,1,1656798971,94,0.8899654387162302,0.05662020441593607
MOABC,1,1656798971,95,0.9459547504465219,0.02739794856965172
MOABC,1,1656798971,96,0.7270878189060449,0.1473055539343024
MOABC,1,1656798971,97,0.08019794887518651,0.7168478717961767
MOABC,1,1656798971,98,0.4301087886147028,0.34417320227592607
MOABC,1,1656798971,99,0.6463968881978347,0.19601188554712656
MOABC,1,1656798971,100,0.16651339757746564,0.5919427440857402
MOABC,2,2276164540,1,0.0,1.0
MOABC,2,2276164540,2,1.0,0.0
MOABC,2,2276164540,3,0.015732674488579346,0.8745700415029195
MOABC,2,2276164540,4,0.0020847177266405947,0.9632808543194288
MOABC,2,2276164540,5,0.009445492115384015,0.9028130921810854
MOABC,2,2276164540,6,0.02426857139611511,0.8442162672288435
MOABC,2,2276164540,7,0.1401840247983809,0.6256419547587728
MOABC,2,2276164540,8,0.0035187861165533376,0.9407224722833617
MOABC,2,2276164540,9,0.2521011804640597,0.49805024824800753
MOABC,2,2276164540,10,0.24132733414953905,0.5101954796079832
MOABC,2,2276164540,11,0.8036813809285807,0.10354902792587321
MOABC,2,2276164540,12,0.9149286028432905,0.04348099713424902
MOABC,2,2276164540,13,0.18696789042412457,0.5691484490253421
MOABC,2,2276164540,14,0.22899103209971938,0.5220347777479222
MOABC,2,2276164540,15,0.8202204573009719,0.0944212184415265
MOABC,2,2276164540,16,0.5612258875999956,0.25095448516575125
MOABC,2,2276164540,17,0.17521613918505452,0.5814117598456452
MOABC,2,2276164540,18,0.8994152471740335,0.05162543085777346
MOABC,2,2276164540,19,0.8327067654342923,0.08747232376597297
MOABC,2,2276164540,20,0.006453636889817169,0.9198102050268893
MOABC,2,2276164540,21,0.390143257051311,0.3753855132553272
MOABC,2,2276164540,22,0.2184605310272041,0.5326312464790828
MOABC,2,2276164540,23,0.07955604694014903,0.7179433320427056
MOABC,2,2276164540,24,0.2645551105061047,0.48620234672006807
MOABC,2,2276164540,25,0.15860581660029122,0.601746542261977
MOABC,2,2276164540,26,0.11606520498855097,0.6593203510375142
MOABC,2,2276164540,27,0.14688275291139472,0.6167990352765332
MOABC,2,2276164540,28,0.7814722548155076,0.11606819629642098
MOABC,2,2276164540,29,0.4032613054492666,0.36498467849777383
MOABC,2,2276164540,30,0.03715216754107252,0.8077579234240541
MOABC,2,2276164540,31,0.6837597213241031,0.1731023513613652
MOABC,2,2276164540,32,0.6555758050192373,0.19032364180542027
MOABC,2,2276164540,33,0.10764695022779994,0.6719040533200693
MOABC,2,2276164540,34,0.9692374356899552,0.015501429310354364
MOABC,2,2276164540,35,0.3792134142846052,0.3842015251906374
MOABC,2,2276164540,36,0.6076082223616277,0.22052243090189017
MOABC,2,2276164540,37,0.05368656587962986,0.7686725896716169
MOABC,2,2276164540,38,0.04309139363403386,0.7924154873311617
MOABC,2,2276164540,39,0.7156476211750682,0.15404041398240054
MOABC,2,2276164540,40,0.16569770569825126,0.5929603112679572
MOABC,2,2276164540,41,0.2915353952099298,0.46005982256371236
MOABC,2,2276164540,42,0.19646872230593715,0.556775592249305
MOABC,2,2276164540,43,0.594528151363303,0.22903943293342566
MOABC,2,2276164540,44,0.12615038244156335,0.6448998275030814
MOABC,2,2276164540,45,0.46151748728258224,0.32064921632297927
MOABC,2,2276164540,46,0.032092853278843286,0.8208552169923911
MOABC,2,2276164540,47,0.7901139377434945,0.11111648698203423
MOABC,2,2276164540,48,0.9844754241568343,0.007792650694671548
MOABC,2,2276164540,49,0.047894323164492665,0.7811522831636284
MOABC,2,2276164540,50,0.07177065978373519,0.7329478895325091
MOABC,2,2276164540,51,0.9304118543005169,0.035891213212622806
MOABC,2,2276164540,52,0.5265794365963354,0.2754950418472957
MOABC,2,2276164540,53,0.6675180646652233,0.1829822127608094
MOABC,2,2276164540,54,0.2987730315495523,0.45340088597074285
MOABC,2,2276164540,55,0.9482635474017018,0.026223720144750256
MOABC,2,2276164540,56,0.533727453468336,0.2694437517949228
MOABC,2,2276164540,57,0.3172649344323125,0.4367396872233953
MOABC,2,2276164540,58,0.5083109105320138,0.28704080234225204
MOABC,2,2276164540,59,0.7369613666191209,0.14459804351919087
MOABC,2,2276164540,60,0.059772183532774414,0.7555178810137706
MOABC,2,2276164540,61,0.9588343106395716,0.020927495614579832
MOABC,2,2276164540,62,0.49126891627658653,0.29909835059178047
MOABC,2,2276164540,63,0.692046608798613,0.1681103716791068
MOABC,2,2276164540,64,0.7636568722724143,0.12685269492074053
MOABC,2,2276164540,65,0.20830635305149459,0.5446105708349938
MOABC,2,2276164540,66,0.6387397439937088,0.20078804814135265
MOABC,2,2276164540,67,0.02776158946507694,0.833381905349158
MOABC,2,2276164540,68,0.7270144022528352,0.14735865721027583
MOABC,2,2276164540,69,0.6217876157061916,0.21146489253414247
MOABC,2,2276164540,70,0.3635001492241998,0.3970902644473222
MOABC,2,2276164540,71,0.4765157770830082,0.30969877803521145
MOABC,2,2276164540,72,0.10058903425742816,0.6828422565072261
MOABC,2,2276164540,73,0.5138776282218173,0.28314741527855447
MOABC,2,2276164540,74,0.8486735916688115,0.07878882157571684
MOABC,2,2276164540,75,0.5756243414459039,0.24130088872735334
MOABC,2,2276164540,76,0.08695258032748204,0.7051227707545358
MOABC,2,2276164540,77,0.34829368969409785,0.4098358790183041
MOABC,2,2276164540,78,0.3299697818131901,0.42557003750397027
MOABC,2,2276164540,79,0.49486494659779295,0.2965443752232922
MOABC,2,2276164540,80,0.45283649473632726,0.3270687295597512
MOABC,2,2276164540,81,0.3366064233428294,0.41982207613282163
MOABC,2,2276164540,82,0.36892492205073557,0.39260809846464406
MOABC,2,2276164540,83,0.8519613878131045,0.07698246098769786
MOABC,2,2276164540,84,0.3524301862395126,0.4063539618946053
MOABC,2,2276164540,85,0.8856592527200625,0.05890529201612705
MOABC,2,2276164540,86,0.6363358594149793,0.20229337509647116
MOABC,2,2276164540,87,0.8811669160299472,0.06129509135283556
MOABC,2,2276164540,88,0.9370745419302927,0.032064866893146214
MOABC,2,2276164540,89,0.27968773652045226,0.47114488135175225
MOABC,2,2276164540,90,0.42973868744360166,0.34461535264859716
MOABC,2,2276164540,91,0.09595039035814962,0.6902414023999982
MOABC,2,2276164540,92,0.5485678004595869,0.25934636944143263
MOABC,2,2276164540,93,0.30907831769124067,0.44416032447009174
MOABC,2,2276164540,94,0.41254303526076996,0.35770486903544885
MOABC,2,2276164540,95,0.47380094136855755,0.311668000621388
MOABC,2,2276164540,96,0.2736279527187004,0.47690540806356096
MOABC,2,2276164540,97,0.7472434366940777,0.13562845941251253
MOABC,2,2276164540,98,0.4448982611565075,0.3330014158813429
MOABC,2,2276164540,99,0.5453233438577585,0.2615398833669089
MOABC,2,2276164540,100,0.12483083870781503,0.646753410530397
MOABC,3,2013001186,1,0.0,1.0
MOABC,3,2013001186,2,1.0,0.0
MOABC,3,2013001186,3,0.001623547689257987,0.9597197355837933
MOABC,3,2013001186,4,0.954962928706213,0.022777959866513642
MOABC,3,2013001186,5,0.5596243585678101,0.25194526886881297
MOABC,3,2013001186,6,0.5783705715485989,0.23949321400226875
MOABC,3,2013001186,7,0.08371242668797779,0.7136478924488093
MOABC,3,2013001186,8,0.5206683595978502,0.27842647471879123
MOABC,3,2013001186,9,0.03730139707494985,0.8068643039856437
MOABC,3,2013001186,10,0.030565541249979955,0.8251724226855482
MOABC,3,2013001186,11,0.7391153229841323,0.14028183514355574
MOABC,3,2013001186,12,0.2414408146618885,0.5086337265726426
MOABC,3,2013001186,13,0.1966457473049355,0.557439941448223
MOABC,3,2013001186,14,0.7723289382290266,0.1211786771282617
MOABC,3,2013001186,15,0.14199500614248775,0.6236369826907338
MOABC,3,2013001186,16,0.28467514491823637,0.4664679310739738
MOABC,3,2013001186,17,0.015318396418252181,0.8762387456609516
MOABC,3,2013001186,18,0.5082694772242937,0.2870837691816275
MOABC,3,2013001186,19,0.15132375206780346,0.6110023204795465
MOABC,3,2013001186,20,0.25307389041352985,0.49704541183657963
MOABC,3,2013001186,21,0.3494220797555534,0.4088925226377116
MOABC,3,2013001186,22,0.4816646560764638,0.3059795866793973
MOABC,3,2013001186,23,0.02468181832996641,0.8430031712162424
MOABC,3,2013001186,24,0.05745386639044303,0.7603046383626854
MOABC,3,2013001186,25,0.5385273091512328,0.26615580049220744
MOABC,3,2013001186,26,0.020274481675366135,0.8579228058643763
MOABC,3,2013001186,27,0.1698337564934266,0.5878910866124992
MOABC,3,2013001186,28,0.3953109664255718,0.37126264612294374
MOABC,3,2013001186,29,0.04927934970176217,0.7780139892793899
MOABC,3,2013001186,30,0.4575773794900573,0.32355533893003685
MOABC,3,2013001186,31,0.2740093515269504,0.47692282710154643
MOABC,3,2013001186,32,0.1609698822830522,0.598789478848009
MOABC,3,2013001186,33,0.3823985832622152,0.38165133874113677
MOABC,3,2013001186,34,0.2633936825392241,0.48680818323992736
MOABC,3,2013001186,35,0.04439940807365957,0.7895053414291241
MOABC,3,2013001186,36,0.07445399930088803,0.7306413803171968
MOABC,3,2013001186,37,0.5914248803498404,0.23104344395334708
MOABC,3,2013001186,38,0.9298950373146896,0.035689366677718944
MOABC,3,2013001186,39,0.33904489970029705,0.4177243782363055
MOABC,3,2013001186,40,0.2299355206401108,0.5204840827035048
MOABC,3,2013001186,41,0.9401815173531439,0.030370455630593506
MOABC,3,2013001186,42,0.9141555465931661,0.04388549309165063
MOABC,3,2013001186,43,0.9768806355936455,0.011627353332557988
MOABC,3,2013001186,44,0.4406383803608303,0.3361941352023418
MOABC,3,2013001186,45,0.30958756392604025,0.4436308324472297
MOABC,3,2013001186,46,0.6191981510028998,0.21311427110221703
MOABC,3,2013001186,47,0.12268161623462023,0.6497466267915257
MOABC,3,2013001186,48,0.9051535372524186,0.04861723736271974
MOABC,3,2013001186,49,0.6639372237258196,0.18517656898821344
MOABC,3,2013001186,50,0.20800571002159474,0.5441375486177611
MOABC,3,2013001186,51,0.8308256989921818,0.08992990399120303
MOABC,3,2013001186,52,0.10404766784759859,0.6774392603695018
MOABC,3,2013001186,53,0.012251250844925315,0.8942779290824271
MOABC,3,2013001186,54,0.6540939416744025,0.19123926858480508
MOABC,3,2013001186,55,0.18028882524058376,0.5755720262267071
MOABC,3,2013001186,56,0.32863434865703917,0.42720165031615515
MOABC,3,2013001186,57,0.320022205038239,0.43436748995068214
MOABC,3,2013001186,58,0.5460472538922501,0.2610500071940199
MOABC,3,2013001186,59,0.4248222846043333,0.3482164767621986
MOABC,3,2013001186,60,0.8904359262943851,0.05637298124674343
MOABC,3,2013001186,61,0.1863395483342405,0.5685621710481524
MOABC,3,2013001186,62,0.004681047407908756,0.93158884312945
MOABC,3,2013001186,63,0.6957644064275833,0.16587539793921494
MOABC,3,2013001186,64,0.22261352547517022,0.5284514032442825
MOABC,3,2013001186,65,0.8823852082401046,0.06068386923518078
MOABC,3,2013001186,66,0.0919050482961352,0.6968415458936776
MOABC,3,2013001186,67,0.06314504882780296,0.7488884186342862
MOABC,3,2013001186,68,0.3625897685121807,0.39784678080938696
MOABC,3,2013001186,69,0.6024139649155967,0.22384668723531387
MOABC,3,2013001186,70,0.003248765265785595,0.9455467157356073
MOABC,3,2013001186,71,0.6417731377754301,0.19889277601930852
MOABC,3,2013001186,72,0.29683943649761824,0.45517327655799134
MOABC,3,2013001186,73,0.8682891237455674,0.06817969946444759
MOABC,3,2013001186,74,0.2135115001314364,0.5381942175066824
MOABC,3,2013001186,75,0.007241157288854112,0.9151802764268324
MOABC,3,2013001186,76,0.06851183618123545,0.738271752753025
MOABC,3,2013001186,77,0.13171006997951662,0.6370826913432885
MOABC,3,2013001186,78,0.8036425169986211,0.1035392678093571
MOABC,3,2013001186,79,0.7546470005511986,0.13129644827736597
MOABC,3,2013001186,80,0.8191458526771713,0.09493360526587653
MOABC,3,2013001186,81,0.7876955434594276,0.11256984994921128
MOABC,3,2013001186,82,0.4366273266228974,0.3392333250924087
MOABC,3,2013001186,83,0.6104283188388651,0.21870087748745992
MOABC,3,2013001186,84,0.7090000267800105,0.15797860669694952
MOABC,3,2013001186,85,0.6764927413890452,0.1775092381472745
MOABC,3,2013001186,86,0.8519923719952927,0.077063294001539
MOABC,3,2013001186,87,0.4168195980116473,0.3543888695766036
MOABC,3,2013001186,88,0.11404377991133285,0.6628787903714516
MOABC,3,2013001186,89,0.008901946495736002,0.9057048083254179
MOABC,3,2013001186,90,0.4060180192186731,0.3629098951117962
MOABC,3,2013001186,91,0.632616101994857,0.20462937444078638
MOABC,3,2013001186,92,0.7243150557442767,0.14893474269403775
MOABC,3,2013001186,93,0.8623438967022627,0.07137530630217069
MOABC,3,2013001186,94,0.7901310951016005,0.1111068145764942
MOABC,3,2013001186,95,0.37231679461631695,0.38982232550586815
MOABC,3,2013001186,96,0.46868885769733054,0.3154869612063818
MOABC,3,2013001186,97,0.4949262496330055,0.29665907307439987
MOABC,3,2013001186,98,0.7230543487731087,0.14967452258626485
MOABC,3,2013001186,99,0.30069333364525214,0.4516448836335598
MOABC,3,2013001186,100,0.6813272176457057,0.1745751400195759
MOABC,4,738720564,1,0.0,1.0
MOABC,4,738720564,2,1.0,0.0
MOABC,4,738720564,3,0.0015880764596640368,0.9613455706572304
MOABC,4,738720564,4,0.006650349103143834,0.9235846179437636
MOABC,4,738720564,5,0.6870047817267911,0.1711930584828211
MOABC,4,738720564,6,0.4622516418264861,0.32010909564365686
MOABC,4,738720564,7,0.6650333417914729,0.18451531720494493
MOABC,4,738720564,8,0.05476612344774745,0.7661783984422198
MOABC,4,738720564,9,0.023369464333529932,0.8471292679965959
MOABC,4,738720564,10,0.41547413408326195,0.35544032676973064
MOABC,4,738720564,11,0.25248533551996133,0.49752106727352124
MOABC,4,738720564,12,0.26485950073293485,0.4853549797105832
MOABC,4,738720564,13,0.0444928966606364,0.7891199574400308
MOABC,4,738720564,14,0.08181357613404786,0.7139692741828597
MOABC,4,738720564,15,0.13608392326208704,0.6346611323864887
MOABC,4,738720564,16,0.7387142485051047,0.14056273182499776
MOABC,4,738720564,17,0.2769448910472357,0.4738153964103336
MOABC,4,738720564,18,0.8033932693263223,0.10367796058418005
MOABC,4,738720564,19,0.10559425259325345,0.6750473071463357
MOABC,4,738720564,20,0.01745995261489196,0.8678638884483701
MOABC,4,738720564,21,0.2028313304437274,0.5496329107138007
MOABC,4,738720564,22,0.8289483961417101,0.08956130518391854
MOABC,4,738720564,23,0.9413514542916877,0.029767319509547918
MOABC,4,738720564,24,0.7875717585908308,0.11254760207049364
MOABC,4,738720564,25,0.40135423748334226,0.36647670210590605
MOABC,4,738720564,26,0.03357268785497931,0.8167714990092918
MOABC,4,738720564,27,0.02895918556730151,0.8298782817865571
MOABC,4,738720564,28,0.7536919543490462,0.13184910738911562
MOABC,4,738720564,29,0.2882412944343741,0.46312579490871636
MOABC,4,738720564,30,0.12468420928342347,0.6472132518951853
MOABC,4,738720564,31,0.8163124279557258,0.09649990434709017
MOABC,4,738720564,32,0.2335668282847109,0.5169325766885339
MOABC,4,738720564,33,0.22146539003648175,0.5293989098440434
MOABC,4,738720564,34,0.09593599153963273,0.6902646427357175
MOABC,4,738720564,35,0.21450922263975286,0.5368486763684446
MOABC,4,738720564,36,0.42914581439936456,0.3450934568086668
MOABC,4,738720564,37,0.39175946477762025,0.37413162064103306
MOABC,4,738720564,38,0.0403676405695254,0.7993719450820097
MOABC,4,738720564,39,0.3799143320196387,0.3836340622402276
MOABC,4,738720564,40,0.07370915611827582,0.7287103088671641
MOABC,4,738720564,41,0.2406743279431291,0.5094143011224959
MOABC,4,738720564,42,0.8723495233608402,0.06608004642872854
MOABC,4,738720564,43,0.09062443104861148,0.6989612989555618
MOABC,4,738720564,44,0.49489019181411925,0.2965157674541755
MOABC,4,738720564,45,0.16049601829992222,0.6084303188626803
MOABC,4,738720564,46,0.44405076676461197,0.3336466627449944
MOABC,4,738720564,47,0.297930135040421,0.4543826156490747
MOABC,4,738720564,48,0.14412165360019075,0.6204358040142697
MOABC,4,738720564,49,0.776302964075893,0.11902344058444002
MOABC,4,738720564,50,0.9257519451614648,0.03783996133184692
MOABC,4,738720564,51,0.5775724428612623,0.24080121354275674
MOABC,4,738720564,52,0.5909314713215805,0.23127932815516106
MOABC,4,738720564,53,0.7643788700278007,0.125712364248584
MOABC,4,738720564,54,0.3637394245831314,0.3969153114413577
MOABC,4,738720564,55,0.3512436164796606,0.40734190591905295
MOABC,4,738720564,56,0.014139308205919687,0.881101985291098
MOABC,4,738720564,57,0.1674090016912526,0.5924820346912106
MOABC,4,738720564,58,0.481665975460184,0.3059784041831378
MOABC,4,738720564,59,0.8602584728575579,0.07249880169481293
MOABC,4,738720564,60,0.18678749196939048,0.5678108153786594
MOABC,4,738720564,61,0.19415436307362482,0.5593799409548331
MOABC,4,738720564,62,0.47481592571216674,0.31093111685973895
MOABC,4,738720564,63,0.3228321522508577,0.43201580826840086
MOABC,4,738720564,64,0.5433153403463212,0.26290072559284583
MOABC,4,738720564,65,0.9539082438259417,0.023319807520327626
MOABC,4,738720564,66,0.843888289473225,0.0813740149353768
MOABC,4,738720564,67,0.1782963145370642,0.5777491179254972
MOABC,4,738720564,68,0.009075181426239004,0.9049569623692164
MOABC,4,738720564,69,0.9899062600534028,0.005064036583605623
MOABC,4,738720564,70,0.11339801030267938,0.6632573758426621
MOABC,4,738720564,71,0.37049256807908953,0.3913566336280325
MOABC,4,738720564,72,0.06824308365723708,0.7387662288084431
MOABC,4,738720564,73,0.31307703048365604,0.4404671319004968
MOABC,4,738720564,74,0.7209695025191901,0.15091592306134607
MOABC,4,738720564,75,0.6342071481107433,0.20364493774043846
MOABC,4,738720564,76,0.3073025458437249,0.4456755083151726
MOABC,4,738720564,77,0.533891573222386,0.26933263542854774
MOABC,4,738720564,78,0.011327153337935936,0.896408762790022
MOABC,4,738720564,79,0.9789574246571426,0.014548893784131755
MOABC,4,738720564,80,0.15041358094264384,0.6125628026114206
MOABC,4,738720564,81,0.6207441190810322,0.2121328623697754
MOABC,4,738720564,82,0.7245377840737075,0.14880222710226598
MOABC,4,738720564,83,0.5112668558491441,0.2849712479548068
MOABC,4,738720564,84,0.5036224165238897,0.2903485125999887
MOABC,4,738720564,85,0.706205111926916,0.15964196056719532
MOABC,4,738720564,86,0.11808110335649237,0.6563709020027084
MOABC,4,738720564,87,0.06009091582733424,0.7548724348413776
MOABC,4,738720564,88,0.8849765068831023,0.0592681004222817
MOABC,4,738720564,89,0.3448210408080409,0.4128331488164815
MOABC,4,738720564,90,0.8950287123908306,0.05394407002050799
MOABC,4,738720564,91,0.7000127348963869,0.16333236537641882
MOABC,4,738720564,92,0.33673378186475245,0.41971419905525637
MOABC,4,738720564,93,0.3307087635724756,0.4249271824139986
MOABC,4,738720564,94,0.17200560096268316,0.5852644204282889
MOABC,4,738720564,95,0.6049182331510664,0.22223574641636135
MOABC,4,738720564,96,0.9630445533967971,0.01865752087242463
MOABC,4,738720564,97,0.5535688249964575,0.25599203849214935
MOABC,4,738720564,98,0.8499727014327941,0.07806522647081426
MOABC,4,738720564,99,0.5201293912647329,0.2788000337876235
MOABC,4,738720564,100,0.06355599066609369,0.74789686502129
MOABC,5,72978338,1,1.0,0.0
MOABC,5,72978338,2,0.0,1.0
MOABC,5,72978338,3,0.06811438942199931,0.7390126642497776
MOABC,5,72978338,4,0.08262357931915693,0.7125568241910117
MOABC,5,72978338,5,0.4234510464046952,0.34926883707271617
MOABC,5,72978338,6,0.24678837842118007,0.5032220034334104
MOABC,5,72978338,7,0.8882771573527299,0.05751821040753848
MOABC,5,72978338,8,0.029424112273832514,0.8337209904192939
MOABC,5,72978338,9,0.821134983332343,0.09383538530168047
MOABC,5,72978338,10,0.5465611352049877,0.26070226890312476
MOABC,5,72978338,11,0.8367152790815631,0.08527926639358022
MOABC,5,72978338,12,0.4607968092287413,0.3211798402899769
MOABC,5,72978338,13,0.9045078047094735,0.04901002438421825
MOABC,5,72978338,14,0.03480143210763339,0.8135974596376608
MOABC,5,72978338,15,0.1729786318550085,0.5840930009545301
MOABC,5,72978338,16,0.014313600759120528,0.8803605384535665
MOABC,5,72978338,17,0.0004827688176963548,0.9780279992331978
MOABC,5,72978338,18,0.7070227930415542,0.15915648904356655
MOABC,5,72978338,19,0.5333903238398637,0.26993799351609304
MOABC,5,72978338,20,0.19193738598464982,0.5618975087263973
MOABC,5,72978338,21,0.8518594542656118,0.07703767451449473
MOABC,5,72978338,22,0.0403754262062353,0.7990636271335311
MOABC,5,72978338,23,0.22137287435973016,0.5294972116648043
MOABC,5,72978338,24,0.3836371682888293,0.3806299126795601
MOABC,5,72978338,25,0.009906768254478893,0.9004672503420161
MOABC,5,72978338,26,0.5619502463852,0.2506392859674737
MOABC,5,72978338,27,0.02228278870946694,0.8507257935560636
MOABC,5,72978338,28,0.9187756393535593,0.04147542884996811
MOABC,5,72978338,29,0.33647983272571236,0.4199311827673269
MOABC,5,72978338,30,0.7219160554605373,0.15143561577034848
MOABC,5,72978338,31,0.18320511517784444,0.5719760004679598
MOABC,5,72978338,32,0.2739928704483804,0.4766952478944405
MOABC,5,72978338,33,0.13263097716256936,0.6358146390056716
MOABC,5,72978338,34,0.5209309157246556,0.2784257738571496
MOABC,5,72978338,35,0.43769625172604665,0.33841383650650114
MOABC,5,72978338,36,0.40874252223620827,0.3623934189444591
MOABC,5,72978338,37,0.44665457179446955,0.3316780778675443
MOABC,5,72978338,38,0.15524906477665695,0.6061341789095832
MOABC,5,72978338,39,0.0017927813206499192,0.9576590342032094
MOABC,5,72978338,40,0.16255963016616914,0.5968131572506747
MOABC,5,72978338,41,0.061414744886046535,0.7521801623189233
MOABC,5,72978338,42,0.32560079186067026,0.429385611078698
MOABC,5,72978338,43,0.48916229971292885,0.30113877855118054
MOABC,5,72978338,44,0.9697764920683867,0.015227695318158041
